customer_id,value
C49976,153.3504782
C50016,200.7363184
C50200,157.5021435
C50210,271.5574504
C50339,146.1131958
C50384,135.5297067
C50418,140.9191723
C50435,135.5533966
C50574,206.5225909
C50832,162.8323843
C50837,175.2103878
C50937,129.607217
C51033,170.472396
C51121,425.785005
C51158,134.9966826
C51504,129.6012945
C51540,313.1451732
C52065,164.6091312
C52156,165.1421552
C52307,248.0570112
C52357,151.3427542
C52499,157.496221
C52570,332.807839
C52591,159.2788904
C52733,142.6959192
C52774,140.9191723
C53045,162.1809104
C53125,203.1053143
C53171,217.9115386
C53398,141.4521964
C53469,251.6697299
C53751,171.064645
C53843,174.7069761
C54116,157.4711587
C54140,153.3564007
C54285,140.8599474
C54338,354.7210509
C54344,148.756625
C54414,169.880147
C54607,236.2653342
C54715,140.9191723
C54729,561.4159419
C54730,144.4134413
C54751,211.9890489
C54772,185.9300941
C54774,609.3881086
C54963,159.2670455
C55094,248.3057558
C55133,135.2335822
C55186,135.5297067
C55227,141.4521964
C55346,229.756518
C55454,212.5812978
C55471,174.0851147
C55478,138.5501764
C55675,140.5875129
C55709,149.9983491
C55810,223.2417793
C55839,132.6276867
C55951,211.9890489
C56225,183.5492533
C56452,171.064645
C56841,206.5225909
C56876,139.0832005
C57059,144.4726662
C57314,166.7630884
C57479,129.6605194
C57542,170.5316209
C57592,129.607217
C57796,165.1421552
C57947,156.2584207
C58109,182.3766003
C58143,140.9191723
C58228,638.0766487
C58360,224.3670524
C58396,129.6664419
C58417,171.1179474
C58433,230.2303172
C59101,256.1816751
C59334,466.6561065
C59522,455.3796861
C59763,268.2527011
C59973,224.3670524
C59991,259.2445943
C60250,131.9762129
C60358,514.5690483
C60875,458.6015205
C60972,188.5597988
C61106,144.4667437
C61136,240.4169995
C61502,194.2926496
C61533,215.3407399
C61544,132.3256398
C61653,219.2144863
C61908,180.0016819
C61964,159.2196655
C62100,153.2971758
C62378,287.2046682
C62487,525.8217787
C62665,162.2401353
C62793,159.2196655
C62851,203.6383384
C62969,171.064645
C63013,158.4971218
C63083,188.891339
C63147,152.7641517
C63154,182.9629268
C63243,208.9685791
C63290,221.5449912
C63652,733.7603925
C63929,141.4521964
C64123,133.8121847
C64448,140.9191723
C64683,289.4552143
C64734,170.5316209
C64861,169.7616972
C65116,136.7615845
C65391,277.6102349
C65552,171.064645
C65580,223.8340283
C65836,182.8503995
C66115,135.5830091
C66155,223.745191
C66392,141.8016233
C66904,144.4726662
C67043,140.9191723
C67137,188.1806402
C67377,171.1120249
C67413,144.2559391
C67686,129.6368294
C67694,306.7488843
C67853,148.2749045
C68144,144.4726662
C68410,169.2286731
C68608,303.7876394
C68626,206.5403583
C69464,165.1421552
C69539,153.3504782
C69596,159.2788904
C69839,158.6866415
C70084,200.138147
C70248,139.6754495
C70666,144.4193637
C70795,846.2876971
C70963,143.1697184
C71269,200.706706
C71392,299.0437252
C71626,153.2971758
C71847,140.9191723
C71942,193.5701059
C72037,143.2881682
C72084,158.6866415
C72226,141.5114213
C72513,218.4445627
C72756,286.5531944
C72813,158.680719
C72842,135.5830091
C73271,539.8513546
C73436,380.6615559
C73518,579.183411
C73552,180.0076044
C73962,301.412721
C73965,135.5297067
C74104,135.5297067
C74305,135.4704818
C74338,466.6561065
C74344,137.359756
C74526,129.6664419
C74528,168.162625
C74576,157.496221
C74584,141.3929715
C74758,209.6497899
C75033,212.6701352
C75111,235.0867587
C75138,259.9019906
C75375,158.923541
C75404,253.4464769
C75744,188.5597988
C75920,129.4887672
C76163,129.607217
C76224,248.1162361
C76410,129.6605194
C76429,221.4650324
C77081,135.352032
C77085,158.9768435
C77721,137.952005
C77729,157.4083568
C78139,138.4909515
C78272,193.6885557
C78492,171.1238699
C78532,230.3428445
C78616,135.2335822
C78631,153.3726178
C78926,165.1895352
C79073,182.3766003
C79155,187.5883913
C79267,170.5316209
C79268,188.8321141
C79500,407.4312094
C79793,863.9959413
C79831,135.5830091
C80000,140.2676985
C80236,200.7303959
C80403,176.4541106
C80449,179.6946178
C80580,279.4402842
C80873,359.719769
C80999,134.9966826
C81039,229.164269
C81522,133.6641224
C81824,271.7469701
C81907,136.6253673
C82370,217.2008398
C82565,224.3670524
C82882,168.1034001
C82967,192.4448328
C83835,168.8088547
C83903,169.1102234
C84130,159.2552005
C84247,152.645702
C84253,211.9890489
C84278,129.607217
C84910,182.3766003
C84982,137.5458255
C85048,135.5533966
C85242,304.9662149
C85338,245.8420001
C85426,131.4431888
C85457,244.8588668
C85743,153.4156256
C86839,140.9191723
C87054,188.8945605
C87159,277.6102349
C87222,150.1404888
C87349,130.8509398
C87562,159.1012157
C87745,141.4521964
C87827,255.3416736
C87872,171.064645
C87940,170.5316209
C88040,152.7641517
C88156,229.756518
C88564,171.0054201
C88954,288.9814151
C89087,147.4279885
C89112,223.8340283
C89156,407.9642335
C89196,144.5944204
C90041,191.2603349
C90281,152.1719028
C90301,466.6561065
C90482,158.6866415
C90870,142.6366943
C90899,176.4541106
C91271,158.6274166
C91353,147.433911
C91398,159.261123
C91502,325.0138425
C91820,141.4521964
C91882,150.2767061
C92123,265.8244804
C92376,129.607217
C92425,197.1235997
C92489,141.3929715
C92693,236.2120318
C92778,167.570376
C92823,615.3105983
C93141,178.0404818
C93357,248.0570112
C93475,462.5103637
C93478,288.9814151
C93564,150.9874048
C93594,171.064645
C94054,183.8276103
C94159,139.2197335
C94328,348.6801114
C94461,253.9795009
C94464,129.607217
C94567,359.4590427
C94803,139.1483479
C94854,137.8394777
C94910,140.8599474
C94961,171.064645
C94988,555.3099089
C95022,144.6447337
C95057,216.1347917
C95060,159.2196655
C95127,441.0595907
C95289,132.6276867
C95389,354.5433762
C96010,142.6959192
C96265,145.9786169
C96572,348.7393363
C96806,181.381622
C96812,171.064645
C96845,229.164269
C96904,129.607217
C96990,206.5995832
